exporter,importer,baseline modeled trade,experiment trade,trade change (percent),baseline observed trade,experiment observed trade,trade change (observed level)
China,New Zealand,10944339.559930744,10946657.950760968,0.021183469477796892,7594401.53,7596010.2877301285,1608.7577301282436
China,Peru,10240230.535806715,10258276.20011626,0.17622322316323583,10882539.64,10901717.202115625,19177.562115624547
China,Russia,108056480.89656454,108148048.51597537,0.08474051593303274,11420556.3,11430234.138331043,9677.838331041858
China,Singapore,63255568.91399337,63315228.69699038,0.09431546347819943,16412207.57,16427686.81963665,15479.249636650085
China,UK,128942134.5378991,128992057.46938223,0.03871731429143219,61376839.26,61400602.723758444,23763.463758446276
China,USA,430769229.3645205,431188713.2554864,0.09738018929178617,396153567.7,396539342.79411244,385775.09411245584
China,Vietnam,127264220.58083716,127462475.95131406,0.15578248903899222,45588903.41,45659922.93845768,71019.5284576863
France,Australia,7951316.196273244,7949261.162195961,-0.025845206335099374,2539404.1,2538747.7857706733,-656.3142293267883
France,Brazil,12111745.87103384,12122599.313185325,0.08961088076857558,992322.61,993211.8390308867,889.229030886665
France,Brunei,518255.71523268364,518720.3086692455,0.08964559828409871,8086.98,8094.229621604116,7.249621604116328
France,Canada,12318240.05677615,12322340.82039895,0.033290174602045496,166435.32,166490.7266086275,55.40660862749792
France,Chile,5102838.792743627,5107355.6116135875,0.08851580568023296,377469.7,377803.82034615375,334.12034615373705
France,China,70671376.67057009,70730963.20304555,0.08431494514846548,19854915.31,19871655.9709529,16740.660952899605
France,France,169891345.71764746,170029711.7655818,0.0814438471540995,129694277.94,129799905.94949305,105628.00949305296
France,Germany,77279376.56274971,77341572.76011342,0.08048227111822266,38196500.46,38227241.8710579,30741.411057896912
France,India,11928436.847076414,11909602.948247962,-0.15789075358242372,418514.7,417853.9039863168,-660.7960136831971
France,Italy,39312576.834291555,39345375.83652228,0.08343132114940958,13035251.65,13046127.132666746,10875.482666745782
France,Japan,34474537.60285641,34503208.536499225,0.08316553501920362,825340.61,826027.0089340373,686.3989340373082
France,Malaysia,11082156.877768258,11091819.848687256,0.08719395534259994,1733783.9,1735295.6547595032,1511.7547595032956
France,Mexico,21082968.055008534,21100577.76886739,0.08352578163049774,2227389.11,2229249.55416408,1860.4441640800796
France,New Zealand,1843431.6619995616,1843611.43524791,0.009752097246359863,402671.28,402710.5488948088,39.26889480877435
France,Peru,2723501.119679511,2727988.7449962385,0.16477413151405362,171553.78,171836.45625107453,282.67625107453205
France,Russia,9767598.824867612,9774758.658417348,0.07330187979780292,3840029.19,3842844.003581054,2814.813581054099
France,Singapore,20470071.885720283,20487036.607846703,0.08287573302688306,6508901.17,6514295.469556632,5394.299556632526
France,UK,17665836.231053356,17670656.166879985,0.027283938125480987,9893890.36,9896589.802924024,2699.442924024537
France,USA,61527604.44660491,61580481.33666957,0.08594010857443993,10157175.96,10165905.048048122,8729.08804812096
France,Vietnam,12560346.357840218,12578475.4258924,0.14433573355137408,2607253.13,2611016.3279307266,3763.1979307266884
Germany,Australia,30487309.058752775,30480529.106261857,-0.022238605833832498,8622910.35,8620992.734955858,-1917.6150441411883
Germany,Brazil,23968711.37553025,23991055.40289206,0.09322164638613535,3656860.63,3660269.6156853326,3408.9856853326783
Germany,Brunei,1010902.8918416159,1011845.6231337857,0.09325636515415936,55168.29,55219.7379419717,51.447941971702676
Germany,Canada,47402023.556892544,47419514.38615956,0.036898908431672366,5282337.14,5284286.264744341,1949.1247443417087
Germany,Chile,10269937.82454594,10279399.162080957,0.09212653179265522,1929378.67,1931156.139653818,1777.4696538180579
Germany,China,137850672.83750424,137971878.7580251,0.08792551971345626,47054807.95,47096181.13444021,41373.18444021046
Germany,France,151370555.03343502,151499302.22688836,0.08505431814325039,47908948.24,47949696.86925514,40748.62925513834
Germany,Germany,652608089.7108247,653156885.5222927,0.0840927074181965,210924587.65,211101959.84636557,177372.19636556506
Germany,India,45189386.00175719,45119663.78764632,-0.15428891666763306,1694942.89,1692327.7809768838,-2615.1090231160633
Germany,Italy,46471931.176837705,46512381.21189523,0.08704186383733338,11527754.83,11537788.80266263,10033.97266262956
Germany,Japan,66441070.98269481,66498725.93170966,0.08677606811886991,6505842.08,6511487.5939550465,5645.513955046423
Germany,Malaysia,21878462.39334507,21898329.0509956,0.09080463376883982,5711629.34,5716815.764104421,5186.4241044213995
Germany,Mexico,41322630.0563735,41358637.07872449,0.08713632772615752,6292842.03,6298325.381454551,5483.3514545504
Germany,New Zealand,7068172.038537754,7069116.345045029,0.013359981932058286,1106548.69,1106696.5247050533,147.834705053363
Germany,Peru,5389711.191402297,5398786.797191753,0.1683876086706461,548494.04,549417.635997657,923.5959976569284
Germany,Russia,18734198.7264013,18748607.584016014,0.07691205706283488,4777667.86,4781342.462630756,3674.602630755864
Germany,Singapore,39880628.15076413,39915119.412790135,0.08648625567183707,3610741.63,3613864.4252377716,3122.795237771701
Germany,UK,68439941.63078685,68461084.40914752,0.030892455278123777,39299833.98,39311974.66363665,12140.683636650443
Germany,USA,237621850.71479613,237834642.84471348,0.08955074176774912,57805030.93,57856795.763976894,51764.83397689462
Germany,Vietnam,24500049.073211323,24536296.521793965,0.14794847338601955,8081773.91,8093730.771122355,11956.861122354865
India,Australia,3984701.798571607,4229957.463786511,6.154931475746071,8185672.83,8689495.383515263,503822.5535152629
India,Brazil,7634930.389315424,7624572.954608418,-0.1356585349029514,1333708.68,1331899.3903448384,-1809.2896551615559
India,Brunei,281556.81561611895,281174.9572946634,-0.13562389552529056,424230.46,423655.10212414316,-575.3578758568619
India,Canada,7293187.374907055,7746657.5511626,6.217722827412256,841600.5,893928.8864041157,52328.38640411571
India,Chile,3181313.1189568574,3176962.636830131,-0.13675114533060526,87830.6,87710.49064854927,-120.10935145073745
India,China,129040904.84929895,128859031.30606641,-0.14094255108095155,64498538.43,64407632.54452683,-90905.88547316939
India,France,14137646.28422659,14117315.332774585,-0.14380718716020607,2240375.51,2237153.6889972426,-3221.8210027571768
India,Germany,27343381.57372152,27303797.490166,-0.14476659899872094,3451637.78,3446640.9613761385,-4996.818623861298
India,India,90623586.60071984,90276857.92826296,-0.38260312294252247,175588331.14,174916524.70153567,-671806.4384643137
India,Italy,13993736.98259456,13973890.478982188,-0.14182418632748456,2883945.86,2879855.7272499297,-4090.132750070188
India,Japan,19213763.335184984,19186462.61909044,-0.14208937425885834,8335076.37,8323233.112141869,-11843.25785813108
India,Malaysia,6001516.9881864255,5993230.692443942,-0.13807002060970275,5385446.29,5378010.603197472,-7435.686802527867
India,Mexico,13339515.291250555,13320609.204439206,-0.1417299384464845,18956.34,18929.473190986293,-26.866809013707098
India,New Zealand,948076.0068695166,1006787.7897892117,6.192729537957353,135730.88,144136.32629788946,8405.446297889459
India,Peru,1715605.7271723205,1714564.9643529302,-0.060664452380074216,1697309.09,1696279.4267353544,-1029.6632646457292
India,Russia,5560393.311946624,5551945.360260135,-0.15193082957528906,5360774.08,5352629.411468599,-8144.668531401083
India,Singapore,6351561.963319102,6342518.703144755,-0.1423785240004397,7551444.89,7540693.254224911,-10751.635775088333
India,UK,10689278.540626258,11353226.536897799,6.2113452629015535,3629393.55,3854827.714339979,225434.16433997918
India,USA,36797564.74884162,36746297.99696159,-0.13932104537336595,30123681.04,30081712.41267013,-41968.62732986733
India,Vietnam,6893760.564955494,6888172.699787807,-0.08105685010433376,436925.06,436570.9023090475,-354.1576909524738
Italy,Australia,13547886.402683845,13545079.556823408,-0.020717961289375152,4377052.8,4376145.96389528,-906.8361047198996
Italy,Brazil,10689694.364021327,10699822.213080265,0.09474404706111086,351903.19,352236.59732394316,333.40732394316
Italy,Brunei,457406.8228672118,457840.34741115896,0.09477876635718391,18465.72,18483.22158161497,17.501581614968018
Italy,Canada,21812633.948899813,21821014.461553697,0.038420452447496575,3666550.71,3667959.415371999,1408.7053719991818
Italy,Chile,4503709.676881193,4507927.352164872,0.09364891581109944,590528.54,591081.5635752651,553.0235752650769
Italy,China,62373783.67554346,62429575.67766474,0.08944783983524869,27108344.5,27132592.328570347,24247.82857034728
Italy,France,68080231.01451388,68139172.56011836,0.08657659459456986,17015959.7,17030691.53844584,14731.838445842266
Italy,Germany,41086811.15283256,41121987.61356424,0.08561496924360998,11281274.32,11290932.779539356,9658.45953935571
Italy,India,20324321.581063937,20293272.0579574,-0.1527702805857315,3217664.03,3212748.3956330623,-4915.634366937447
Italy,Italy,149313808.19940838,149446046.73511037,0.08856417051890188,47707834.82,47750086.86818086,42252.04818086326
Italy,Japan,30426849.625110153,30453716.037602022,0.08829837075770515,3661446.01,3664679.0071730027,3232.997173002921
Italy,Malaysia,9875624.385977613,9884742.253475484,0.09232699768145443,556842.33,557356.4458051084,514.1158051084494
Italy,Mexico,18810257.329862252,18826934.247409746,0.08865863584449059,3299137.74,3302062.7105149147,2924.9705149144866
Italy,New Zealand,2982515.8371152384,2982959.670305346,0.01488116792489539,600924.97,601014.3946538883,89.4246538883308
Italy,Peru,2386436.033347557,2390490.8543180455,0.1699111526069626,73772.39,73897.7375181547,125.34751815469644
Italy,Russia,8527896.177751483,8534584.965720134,0.07843420967179347,12980278.4,12990459.37877624,10180.978776238859
Italy,Singapore,17722069.822987907,17737666.760360736,0.08800855390265104,1961713.02,1963439.4952606221,1726.475260622101
Italy,UK,30707454.35876778,30717407.844753377,0.032413907936832125,18148487.34,18154369.973978315,5882.633978314698
Italy,USA,107259098.07418524,107356782.24547026,0.09107308660889124,39680590.08,39716728.418170474,36138.33817047626
Italy,Vietnam,10952997.524398027,10969369.156704796,0.1494717064465809,2769891.91,2774032.1147046033,4140.20470460318
Japan,Australia,15327311.94859502,15324163.309581358,-0.02054266934882574,36984138.41,36976540.88073492,-7597.529265075922
Japan,Brazil,13752756.529015698,13765810.582448296,0.0949195414392536,5697653.28,5703061.466366175,5408.18636617437
Japan,Brunei,526366.5695288262,526866.3770140004,0.09495426079617307,2112536.55,2114542.4934651013,2005.9434651015326
Japan,Canada,27247215.279885173,27257731.573699106,0.03859584807441285,5301433.64,5303479.773273461,2046.1332734609023
Japan,Chile,6000267.829280685,6005897.545066073,0.09382440826916882,5897465.28,5902998.54190184,5533.261901839636
Japan,China,68458595.96406037,68519950.8339621,0.08962332492758383,21804211.06,21823752.7189262,19541.65892620012
Japan,France,27265053.742229518,27288706.74200611,0.08675207465282063,4941963.14,4946250.395552528,4287.255552528426
Japan,Germany,53051180.40914067,53096693.25427917,0.08579044761585707,2883054.86,2885528.2456694045,2473.385669404641
Japan,India,25202376.75078378,25163919.1284928,-0.1525952201701931,6710011.11,6699771.953773252,-10239.1562267486
Japan,Italy,27479175.62304159,27503560.548428554,0.08873965406195901,6579502.37,6585340.997642136,5838.627642136067
Japan,Japan,241955141.45761013,242169208.49580893,0.0884738538347212,15209935.85,15223392.666412285,13456.81641228497
Japan,Malaysia,11512078.536737114,11522727.495783597,0.09250248782181511,4108466.84,4112267.2740383344,3800.434038334526
Japan,Mexico,23699310.819907237,23720363.894014265,0.08883411955314804,5062543.94,5067041.20633609,4497.266336089931
Japan,New Zealand,3574844.393914348,3575382.641157022,0.01505652228081645,158724.16,158748.05833851546,23.898338515457
Japan,Peru,3155380.2767545977,3160747.161425408,0.17008677877426262,2161106.09,2164781.845734375,3675.7557343752123
Japan,Russia,10684805.21680507,10693204.507508907,0.07860967545413385,6254926.47,6259843.447397962,4916.977397962473
Japan,Singapore,24111288.12155992,24132550.428670797,0.0881840364715456,11194587.96,11204459.799529487,9871.839529486373
Japan,UK,42195624.8180819,42209376.0739008,0.03258929303258766,3476581.56,3477714.553352105,1132.9933521049097
Japan,USA,138444750.7319364,138571079.5935196,0.09124857455072984,53009426.08,53057796.425675526,48370.34567552805
Japan,Vietnam,13005124.196835656,13024586.013638811,0.14964729677776412,2897036.44,2901371.7767191264,4335.336719126441
Malaysia,Australia,4333445.634178659,4332365.1058154255,-0.0249346237255433,3037527.79,3036770.3938750047,-757.3961249953136
Malaysia,Brazil,8292632.721780786,8300139.421478014,0.09052251497297877,1758697.94,1760289.9576060658,1592.0176060658414
Malaysia,Brunei,478413.2358500896,478846.473637847,0.0905572328047322,849439.14,850208.3685795444,769.2285795443458
Malaysia,Canada,8365167.579829604,8368028.575540036,0.03420129582735598,674628.83,674859.5618018849,230.73180188494734
Malaysia,Chile,3444318.7825827464,3447398.9483479355,0.08942742991052113,8813.63,8821.511802790821,7.881802790821894
Malaysia,China,42031163.35092742,42066985.05343934,0.08522653111653908,8918163.5,8925764.141390352,7600.641390351579
Malaysia,France,16539509.150253467,16553130.330325278,0.08235540697168463,283200.5,283433.7309243208,233.23092432081467
Malaysia,Germany,32571553.627928935,32598064.860369336,0.0813938221776085,716069.23,716652.0661157347,582.8361157347681
Malaysia,India,7058642.929049627,7047562.174417323,-0.156981373667465,4984843.28,4977018.004543886,-7825.275456114672
Malaysia,Italy,16078238.46194833,16091799.31438641,0.08434289906929132,126499.19,126605.88308414517,106.69308414516854
Malaysia,Japan,20169076.012636475,20186033.58896614,0.0840771105182955,376067.63,376383.81679689867,316.1867968986626
Malaysia,Malaysia,44334923.77663787,44373985.312846705,0.08810556753324467,60980671.69,61034399.05687806,53727.36687806249
Malaysia,Mexico,14283624.875346147,14295685.591161858,0.0844373604107234,2241104.28,2242996.6092980835,1892.3292980836704
Malaysia,New Zealand,1030977.813811698,1031087.7470180753,0.010663004082588025,313469.06,313502.48521866545,33.42521866544848
Malaysia,Peru,1865167.2561001154,1868257.5855192582,0.16568645031890492,86255.74,86398.65407380232,142.9140738023125
Malaysia,Russia,6560093.5443686675,6564962.010565066,0.07421336545692175,258610.15,258802.0732957282,191.9232957281929
Malaysia,Singapore,19455800.31629412,19472101.807217777,0.08378730588638705,19228717.13,19244828.35403974,16111.22403974086
Malaysia,UK,12384119.18912731,12387610.892107908,0.028195004644851855,576361.31,576523.8150981257,162.50509812566452
Malaysia,USA,40548895.07474633,40584112.48323919,0.08685170934482249,16286381.76,16300526.760948982,14145.000948982313
Malaysia,Vietnam,7144609.762124243,7154987.155352015,0.14524786619957306,5246720.84,5254341.590065549,7620.750065549277
Mexico,Australia,10913342.77639743,10911188.205409257,-0.019742539314648963,657323.71,657193.9376081286,-129.77239187131636
Mexico,Brazil,8646373.67739404,8654650.037768153,0.095720595511065,5245419.25,5250440.1965431515,5020.946543151513
Mexico,Brunei,389124.74658117775,389497.35420857713,0.0957553151458719,2987.13,2989.990335745317,2.8603357453171157
Mexico,Canada,16794472.17301856,16801088.599084556,0.03939645139086907,1670927.8,1671586.0862585034,658.286258503329
Mexico,Chile,1771487.8768169899,1773164.1552554835,0.09462545357665937,72491.83,72560.42572294352,68.59572294351528
Mexico,China,54425438.55677824,54474652.39854252,0.0904243366141089,91941910.59,92025048.45272134,83137.86272133887
Mexico,France,18783523.077263992,18799968.627125233,0.08755306336087293,2799510.86,2801961.91751705,2451.0575170503
Mexico,Germany,36724560.912515335,36756361.23446686,0.08659142862804445,9786945.37,9795420.025814928,8474.655814928934
Mexico,India,18299884.548046637,18272106.028407276,-0.1517961469452373,5243013.12,5235054.428100007,-7958.691899993457
